youbi,SKUcode,item,urisuu,urikin,nesage,nine_urisuu,nine_urikin,nine_nesage,ten_urisuu,ten_urikin,ten_nesage,eleven_urisuu,eleven_urikin,eleven_nesage,noon_urisuu,noon_urikin,noon_nesage,one_urisuu,one_urikin,one_nesage,two_urisuu,two_urikin,two_nesage,three_urisuu,three_urikin,three_nesage,four_urisuu,four_urikin,four_nesage,five_urisuu,five_urikin,five_nesage,six_urisuu,six_urikin,six_nesage,seven_urisuu,seven_urikin,seven_nesage,eight_urisuu,eight_urikin,eight_nesage,pm_nine_urisuu,pm_nine_urikin,pm_nine_nesage,pm_ten_urisuu,pm_ten_urikin,pm_ten_nesage,pm_eleve_urisuu,pm_eleven_urikin,pm_eleven_nesage
2017年01月01日(日),92631267,あぶり焼きチキン,40,18006,21,,,,3,1348,0,3,1066,0,,,,1,298,0,3,1466,0,3,1576,0,7,4313,4,12,5841,9,3,675,3,4,1367,4,1,56,1,,,,,,,,,
2017年01月02日(月),92631267,あぶり焼きチキン,47,21317,13,,,,2,596,0,3,1458,0,2,596,0,4,2038,0,4,1474,0,8,4758,0,9,3810,0,5,1936,3,7,2953,7,2,1110,2,1,588,1,,,,,,,,,
2017年01月03日(火),92631267,あぶり焼きチキン,64,29922,7,2,878,0,1,580,0,2,878,0,6,2752,0,4,1474,0,8,4312,0,9,4610,0,14,7510,0,8,2636,1,9,3802,5,,,,,,,1,490,1,,,,,,
2017年01月04日(水),92631267,あぶり焼きチキン,48,13246,16,,,,3,784,0,4,1364,0,,,,4,1254,0,2,486,0,8,2446,0,4,1756,0,7,2258,0,4,1128,4,2,377,2,8,1125,8,1,149,1,1,119,1,,,
2017年01月05日(木),92631267,あぶり焼きチキン,35,9851,14,,,,2,486,0,4,972,0,3,784,0,,,,4,1082,0,4,1254,0,3,674,0,3,625,2,7,2186,7,3,1312,3,2,476,2,,,,,,,,,
2017年01月06日(金),92631267,あぶり焼きチキン,51,11156,29,1,298,0,3,784,0,,,,2,878,0,1,188,0,2,768,0,3,674,0,3,1348,0,2,596,0,6,1448,4,3,894,0,3,794,3,5,780,5,16,1587,16,,,
2017年01月07日(土),92631267,あぶり焼きチキン,66,17904,26,3,1008,0,5,1400,0,7,1720,0,3,738,0,5,1940,0,3,1380,0,4,1018,0,9,2856,0,1,550,0,4,1159,4,7,2250,7,,,,15,1885,15,,,,,,
2017年01月08日(日),92631267,あぶり焼きチキン,73,19613,33,,,,3,1066,0,6,1740,0,3,784,0,3,1458,0,3,1176,0,9,3308,0,7,2712,0,5,1914,1,3,834,2,4,805,3,3,764,3,8,1368,8,8,864,8,8,820,8
2017年01月09日(月),92631267,あぶり焼きチキン,63,17176,20,2,376,0,2,1160,0,5,1944,0,5,1270,0,3,784,0,8,2288,0,3,784,0,8,2336,0,9,3220,2,4,973,4,1,178,1,1,348,1,8,1114,8,3,282,3,,,
2017年01月10日(火),92631267,あぶり焼きチキン,33,9228,17,1,188,0,1,188,0,1,298,0,3,674,0,1,188,0,2,596,0,1,580,0,3,1066,0,2,566,1,8,2288,6,3,860,3,3,1108,3,4,628,4,,,,,,
2017年01月11日(水),92631267,あぶり焼きチキン,37,10163,21,,,,1,188,0,2,768,0,4,1364,0,1,298,0,2,768,0,2,768,0,1,188,0,4,1052,1,7,2087,7,2,790,2,4,580,4,6,1218,6,1,94,1,,,
2017年01月12日(木),92631267,あぶり焼きチキン,45,12435,25,,,,,,,,,,6,2132,0,2,596,0,1,298,0,8,2446,0,7,2403,4,6,1565,6,3,959,3,4,741,4,6,1126,6,2,169,2,,,,,,
2017年01月13日(金),92631267,あぶり焼きチキン,40,8708,30,,,,,,,1,298,0,4,1364,0,2,486,0,1,188,0,,,,1,188,0,,,,4,1356,3,4,875,4,11,2464,11,10,1301,10,2,188,2,,,
2017年01月14日(土),92631267,あぶり焼きチキン,42,12643,22,,,,3,1066,0,3,1176,0,4,1646,0,1,188,0,3,1066,0,3,784,0,3,784,0,3,860,3,9,2821,9,2,536,2,2,614,2,5,1008,5,1,94,1,,,
2017年01月15日(日),92631267,あぶり焼きチキン,59,16192,31,,,,2,376,0,8,3464,0,1,298,0,3,1458,0,2,768,0,3,1066,0,5,1160,0,5,1350,1,7,1678,7,5,1245,5,8,2104,8,6,813,6,4,412,4,,,
2017年01月16日(月),92631267,あぶり焼きチキン,33,8817,12,1,298,0,5,1662,0,1,298,0,2,486,0,3,1176,0,,,,2,486,0,3,1096,0,3,956,0,1,298,0,2,243,2,2,309,2,5,1089,5,3,420,3,,,
2017年01月17日(火),92631267,あぶり焼きチキン,35,9261,15,2,376,0,2,596,0,2,596,0,,,,,,,2,486,0,4,1082,0,4,1254,0,3,1176,0,3,879,2,3,656,3,4,1090,4,6,1070,6,,,,,,
2017年01月18日(水),92631267,あぶり焼きチキン,41,10648,14,1,280,0,3,738,0,1,178,0,1,280,0,,,,3,738,0,6,1374,0,8,2306,0,4,916,0,10,2881,10,4,957,4,,,,,,,,,,,,
2017年01月19日(木),92631267,あぶり焼きチキン,14,3352,5,,,,1,188,0,1,298,0,2,486,0,,,,,,,1,188,0,1,298,0,3,674,0,1,268,1,1,238,1,2,476,2,1,238,1,,,,,,
2017年01月20日(金),92631267,あぶり焼きチキン,10,1915,7,,,,,,,,,,1,298,0,,,,1,298,0,,,,1,298,0,,,,1,268,1,2,377,2,,,,4,376,4,,,,,,
2017年01月21日(土),92631267,あぶり焼きチキン,36,11869,16,2,596,0,,,,3,1458,0,2,878,0,1,580,0,3,1348,0,2,878,0,6,1348,0,3,1370,2,5,2003,5,2,377,2,2,416,2,5,617,5,,,,,,
2017年01月22日(日),92631267,あぶり焼きチキン,50,15020,12,3,564,0,3,956,0,4,1474,0,5,1662,0,2,486,0,5,1270,0,3,1176,0,4,1364,0,7,2540,0,6,1584,5,3,918,2,5,1026,5,,,,,,,,,
2017年01月23日(月),92631267,あぶり焼きチキン,10,2144,5,,,,1,188,0,2,486,0,,,,1,188,0,,,,,,,1,298,0,,,,1,169,1,2,476,2,2,339,2,,,,,,,,,
2017年01月24日(火),92631267,あぶり焼きチキン,14,3283,6,,,,1,188,0,,,,,,,2,596,0,,,,2,596,0,,,,2,596,0,2,338,2,2,536,1,2,339,2,,,,1,94,1,,,
2017年01月25日(水),92631267,あぶり焼きチキン,12,3470,1,1,188,0,2,1160,0,1,188,0,2,486,0,1,298,0,1,298,0,,,,3,674,0,,,,,,,,,,1,178,1,,,,,,,,,
2017年01月26日(木),92631267,あぶり焼きチキン,20,4479,10,,,,,,,,,,,,,6,1568,0,,,,,,,4,1082,0,2,338,2,4,676,4,1,268,1,1,208,1,2,339,2,,,,,,
2017年01月27日(金),92631267,あぶり焼きチキン,10,2257,4,,,,,,,,,,,,,1,298,0,,,,,,,2,596,0,3,564,0,2,536,2,1,169,1,,,,1,94,1,,,,,,
2017年01月28日(土),92631267,あぶり焼きチキン,16,3578,3,,,,2,376,0,,,,1,188,0,1,188,0,1,298,0,2,486,0,3,564,0,2,486,0,4,992,3,,,,,,,,,,,,,,,
2017年01月29日(日),92631267,あぶり焼きチキン,20,4629,5,,,,3,674,0,2,486,0,2,596,0,1,298,0,4,862,0,1,188,0,1,298,0,3,834,2,,,,2,262,2,1,131,1,,,,,,,,,
2017年01月30日(月),92631267,あぶり焼きチキン,18,3839,7,,,,,,,,,,3,564,0,,,,2,596,0,1,188,0,3,784,0,2,486,0,1,268,1,,,,1,208,1,5,745,5,,,,,,
2017年01月31日(火),92631267,あぶり焼きチキン,10,2332,4,,,,,,,2,596,0,,,,1,188,0,2,486,0,1,188,0,,,,1,169,1,2,437,2,1,268,1,,,,,,,,,,,,
2017年02月01日(水),92631267,あぶり焼きチキン,10,2131,8,,,,,,,,,,,,,,,,2,596,0,,,,,,,1,169,1,4,973,4,1,131,1,1,131,1,1,131,1,,,,,,
2017年02月02日(木),92631267,あぶり焼きチキン,10,2267,5,,,,,,,,,,,,,1,298,0,2,596,0,2,486,0,,,,3,606,3,1,169,1,1,112,1,,,,,,,,,,,,
2017年02月03日(金),92631267,あぶり焼きチキン,10,2430,0,,,,,,,3,674,0,,,,,,,,,,,,,4,1082,0,3,674,0,,,,,,,,,,,,,,,,,,
2017年02月04日(土),92631267,あぶり焼きチキン,10,2305,4,,,,,,,1,188,0,2,486,0,2,596,0,1,298,0,,,,,,,1,169,1,1,268,1,1,169,1,1,131,1,,,,,,,,,
2017年02月05日(日),92631267,あぶり焼きチキン,10,2392,2,,,,1,188,0,2,486,0,,,,2,486,0,3,894,0,,,,,,,1,169,1,,,,1,169,1,,,,,,,,,,,,
2017年02月06日(月),92631267,あぶり焼きチキン,10,2320,0,,,,4,972,0,1,188,0,2,486,0,1,188,0,1,188,0,1,298,0,,,,,,,,,,,,,,,,,,,,,,,,
2017年02月07日(火),92631267,あぶり焼きチキン,10,2340,3,,,,,,,,,,,,,,,,3,674,0,,,,3,674,0,2,456,1,2,536,2,,,,,,,,,,,,,,,
2017年02月08日(水),92631267,あぶり焼きチキン,51,12381,22,3,1650,0,1,280,0,5,1298,0,2,560,0,3,840,0,4,1186,0,,,,4,1018,0,5,1838,0,5,928,3,2,448,2,3,723,3,5,735,5,9,877,9,,,
2017年02月10日(金),92631267,あぶり焼きチキン,10,1977,7,,,,1,188,0,2,486,0,,,,,,,,,,,,,,,,2,437,2,2,437,2,,,,1,131,1,1,149,1,1,149,1,,,
2017年02月11日(土),92631267,あぶり焼きチキン,19,4556,7,,,,,,,2,486,0,2,486,0,1,188,0,2,486,0,2,596,0,2,596,0,3,735,2,3,507,3,1,238,1,1,238,1,,,,,,,,,
2017年02月12日(日),92631267,あぶり焼きチキン,29,6568,13,,,,,,,3,784,0,2,376,0,3,674,0,,,,4,1646,0,2,376,0,2,486,0,,,,4,1013,4,,,,8,1064,8,1,149,1,,,
2017年02月13日(月),92631267,あぶり焼きチキン,9,2242,0,,,,,,,1,298,0,1,298,0,,,,3,674,0,1,188,0,,,,3,784,0,,,,,,,,,,,,,,,,,,
2017年02月14日(火),92631267,あぶり焼きチキン,10,2286,5,,,,,,,,,,,,,2,486,0,,,,2,596,0,2,467,1,1,169,1,2,437,2,,,,1,131,1,,,,,,,,,
2017年02月15日(水),92631267,あぶり焼きチキン,45,12024,19,,,,4,916,0,2,830,0,,,,1,280,0,6,1578,0,1,280,0,5,1466,0,8,2905,5,6,1504,3,2,440,1,3,777,3,7,1048,7,,,,,,
2017年02月16日(木),92631267,あぶり焼きチキン,10,2251,2,,,,,,,3,784,0,2,376,0,2,376,0,,,,,,,1,298,0,,,,1,268,1,,,,,,,,,,1,149,1,,,
2017年02月17日(金),92631267,あぶり焼きチキン,10,2171,5,1,188,0,2,376,0,1,188,0,,,,,,,,,,,,,1,298,0,1,169,1,,,,4,952,4,,,,,,,,,,,,
2017年02月18日(土),92631267,あぶり焼きチキン,9,2182,2,,,,,,,2,486,0,3,564,0,,,,,,,1,298,0,,,,2,566,1,1,268,1,,,,,,,,,,,,,,,
2017年02月19日(日),92631267,あぶり焼きチキン,20,4611,5,,,,1,298,0,2,486,0,1,298,0,1,188,0,2,486,0,2,486,0,,,,2,596,0,2,596,0,4,783,2,1,150,1,2,244,2,,,,,,
2017年02月20日(月),92631267,あぶり焼きチキン,9,2322,1,,,,,,,1,188,0,1,298,0,1,298,0,2,486,0,,,,,,,3,784,0,1,268,1,,,,,,,,,,,,,,,
2017年02月21日(火),92631267,あぶり焼きチキン,9,2024,3,,,,,,,2,376,0,1,188,0,,,,2,596,0,,,,1,298,0,,,,1,268,1,,,,,,,1,149,1,,,,1,149,1
2017年02月22日(水),92631267,あぶり焼きチキン,13,2945,4,,,,1,188,0,1,188,0,,,,2,376,0,1,188,0,,,,2,486,0,,,,4,1132,2,,,,,,,1,238,1,1,149,1,,,
2017年02月23日(木),92631267,あぶり焼きチキン,14,3442,4,,,,,,,3,674,0,2,376,0,1,298,0,2,486,0,1,298,0,1,298,0,,,,3,804,3,,,,1,208,1,,,,,,,,,
2017年02月24日(金),92631267,あぶり焼きチキン,10,2218,6,,,,,,,,,,3,894,0,,,,,,,,,,1,188,0,,,,3,705,3,1,169,1,2,262,2,,,,,,,,,
2017年02月25日(土),92631267,あぶり焼きチキン,16,3388,9,,,,,,,,,,2,486,0,1,298,0,2,376,0,1,298,0,,,,1,188,0,6,1311,6,1,169,1,1,131,1,1,131,1,,,,,,
2017年02月26日(日),92631267,あぶり焼きチキン,10,2223,6,,,,,,,1,298,0,1,188,0,,,,,,,,,,2,486,0,1,268,1,4,775,4,1,208,1,,,,,,,,,,,,
2017年02月27日(月),92631267,あぶり焼きチキン,10,2281,1,,,,1,188,0,1,188,0,1,298,0,,,,,,,2,486,0,2,486,0,2,486,0,,,,,,,,,,1,149,1,,,,,,
2017年02月28日(火),92631267,あぶり焼きチキン,10,2109,6,,,,,,,,,,,,,1,298,0,1,298,0,,,,2,376,0,,,,,,,2,536,2,2,339,2,2,262,2,,,,,,
2017年03月01日(水),92631267,あぶり焼きチキン,16,3532,4,,,,1,188,0,1,188,0,2,596,0,,,,2,376,0,1,188,0,2,596,0,,,,3,724,2,4,676,2,,,,,,,,,,,,
2017年03月02日(木),92631267,あぶり焼きチキン,29,10383,9,,,,3,1194,0,4,1592,0,,,,2,796,0,3,1194,0,,,,4,1592,0,1,398,0,3,1114,2,4,1398,2,1,190,1,2,517,2,2,398,2,,,
2017年03月03日(金),92631267,あぶり焼きチキン,10,2157,4,,,,,,,1,188,0,,,,,,,2,486,0,1,188,0,1,298,0,1,298,0,2,437,2,,,,1,131,1,1,131,1,,,,,,
2017年03月04日(土),92631267,あぶり焼きチキン,10,2257,4,,,,1,298,0,1,188,0,,,,2,486,0,,,,2,486,0,,,,,,,3,705,3,,,,,,,1,94,1,,,,,,
2017年03月05日(日),92631267,あぶり焼きチキン,19,4408,6,,,,,,,1,298,0,1,298,0,2,486,0,2,486,0,4,972,0,2,486,0,,,,2,536,2,4,696,3,,,,1,150,1,,,,,,
2017年03月06日(月),92631267,あぶり焼きチキン,9,2182,2,,,,1,188,0,2,486,0,,,,1,298,0,1,188,0,,,,2,486,0,,,,1,268,1,1,268,1,,,,,,,,,,,,
2017年03月07日(火),92631267,あぶり焼きチキン,10,2332,2,,,,1,298,0,1,188,0,3,784,0,,,,3,674,0,,,,,,,2,388,2,,,,,,,,,,,,,,,,,,
2017年03月08日(水),92631267,あぶり焼きチキン,9,2032,3,2,486,0,,,,,,,1,188,0,,,,1,298,0,,,,2,376,0,,,,1,268,1,,,,2,416,2,,,,,,,,,
2017年03月09日(木),92631267,あぶり焼きチキン,21,7610,8,,,,2,796,0,,,,2,796,0,2,796,0,,,,,,,3,1194,0,4,1552,1,3,1114,2,4,1084,4,1,278,1,,,,,,,,,
2017年03月10日(金),92631267,あぶり焼きチキン,10,2335,3,,,,1,298,0,,,,2,596,0,1,298,0,1,188,0,1,298,0,1,188,0,,,,2,338,2,1,131,1,,,,,,,,,,,,
2017年03月11日(土),92631267,あぶり焼きチキン,20,4481,5,,,,,,,3,674,0,2,596,0,,,,2,376,0,,,,2,596,0,4,862,0,2,596,0,,,,2,388,2,3,393,3,,,,,,
2017年03月12日(日),92631267,あぶり焼きチキン,28,6996,6,2,486,0,1,298,0,4,1082,0,,,,,,,1,188,0,2,596,0,4,972,0,4,972,0,5,1092,3,3,834,1,2,476,2,,,,,,,,,
2017年03月13日(月),92631267,あぶり焼きチキン,10,2381,2,,,,,,,1,188,0,,,,3,674,0,,,,2,486,0,2,596,0,,,,2,437,2,,,,,,,,,,,,,,,
2017年03月14日(火),92631267,あぶり焼きチキン,10,2340,3,,,,,,,3,674,0,,,,1,188,0,,,,2,376,0,,,,1,298,0,2,536,2,1,268,1,,,,,,,,,,,,
2017年03月15日(水),92631267,あぶり焼きチキン,36,9469,21,,,,1,188,0,2,376,0,3,784,0,3,1458,0,1,188,0,1,580,0,3,784,0,2,1102,1,5,1495,5,3,705,3,1,131,1,8,1282,8,3,396,3,,,
2017年03月16日(木),92631267,あぶり焼きチキン,92,25678,42,1,298,0,1,298,0,3,894,0,6,1348,0,3,1176,0,10,2932,0,4,1474,0,7,2320,0,11,3340,0,19,6394,16,13,2917,12,5,963,5,8,1205,8,,,,,,
2017年03月17日(金),92631267,あぶり焼きチキン,36,9428,21,2,1160,0,,,,3,674,0,1,188,0,1,188,0,,,,2,596,0,2,596,0,4,1474,0,5,1043,5,7,1465,7,7,1660,7,2,384,2,,,,,,
2017年03月18日(土),92631267,あぶり焼きチキン,47,15113,14,,,,2,486,0,4,1254,0,3,1176,0,,,,4,1364,0,3,1176,0,2,1160,0,9,3480,0,6,2242,0,2,358,2,5,1083,5,6,1185,6,1,149,1,,,
2017年03月19日(日),92631267,あぶり焼きチキン,76,30951,10,2,596,0,3,894,0,7,2650,0,4,1474,0,5,2336,0,10,4108,0,12,5104,0,6,2752,0,8,3230,0,13,5704,5,2,820,1,2,644,2,2,639,2,,,,,,
2017年03月20日(月),92631267,あぶり焼きチキン,49,18944,14,3,894,0,2,878,0,2,596,0,4,1474,0,7,2650,0,3,894,0,1,580,0,3,1576,0,7,3516,1,7,2220,4,3,1624,2,3,882,3,4,1160,4,,,,,,
2017年03月21日(火),92631267,あぶり焼きチキン,26,7394,11,3,784,0,1,188,0,,,,3,1348,0,2,486,0,2,596,0,1,188,0,1,298,0,2,878,0,5,1396,5,3,546,3,,,,3,686,3,,,,,,
2017年03月22日(水),92631267,あぶり焼きチキン,24,6702,8,1,188,0,1,188,0,,,,,,,,,,2,486,0,,,,6,2070,0,5,1944,0,4,893,3,,,,2,595,2,1,150,1,,,,2,188,2
2017年03月23日(木),92631267,あぶり焼きチキン,25,9630,5,3,1194,0,,,,3,1194,0,1,398,0,1,398,0,,,,2,796,0,6,2388,0,4,1552,1,2,756,1,2,716,2,,,,1,238,1,,,,,,
2017年03月24日(金),92631267,あぶり焼きチキン,14,3592,1,,,,5,1380,0,,,,1,188,0,1,188,0,2,486,0,,,,,,,4,1082,0,1,268,1,,,,,,,,,,,,,,,
2017年03月25日(土),92631267,あぶり焼きチキン,21,4663,13,,,,1,188,0,,,,1,188,0,1,188,0,2,596,0,,,,,,,2,486,0,2,437,2,1,188,0,1,150,1,9,2093,9,1,149,1,,,
2017年03月26日(日),92631267,あぶり焼きチキン,20,4569,7,,,,1,298,0,2,376,0,2,486,0,1,298,0,4,1082,0,1,298,0,2,486,0,,,,4,775,4,,,,2,339,2,1,131,1,,,,,,
2017年03月27日(月),92631267,あぶり焼きチキン,10,2362,3,,,,1,298,0,1,188,0,,,,3,784,0,,,,,,,,,,3,655,1,2,437,2,,,,,,,,,,,,,,,
2017年03月28日(火),92631267,あぶり焼きチキン,10,1975,7,,,,,,,1,188,0,,,,,,,1,298,0,1,188,0,,,,,,,1,169,1,2,300,2,2,416,2,2,416,2,,,,,,
2017年03月29日(水),92631267,あぶり焼きチキン,42,11586,19,1,298,0,,,,2,486,0,3,1458,0,2,486,0,3,564,0,2,768,0,5,1944,0,3,754,1,7,2110,4,4,892,4,5,1282,5,3,356,3,2,188,2,,,
2017年03月30日(木),92631267,あぶり焼きチキン,18,6229,9,,,,,,,,,,1,398,0,1,398,0,1,398,0,1,398,0,4,1592,0,1,398,0,4,1257,4,4,1112,4,1,278,1,,,,,,,,,
2017年03月31日(金),92631267,あぶり焼きチキン,10,2362,3,,,,1,298,0,,,,3,674,0,,,,1,188,0,,,,,,,2,596,0,3,606,3,,,,,,,,,,,,,,,
2017年04月01日(土),92631267,あぶり焼きチキン,16,3600,3,1,188,0,,,,3,674,0,1,188,0,2,596,0,3,564,0,,,,1,298,0,2,486,0,2,437,2,1,169,1,,,,,,,,,,,,
2017年04月02日(日),92631267,あぶり焼きチキン,53,14545,21,4,1018,0,2,1100,0,2,560,0,4,1018,0,1,550,0,4,1456,0,2,458,0,6,1476,0,3,636,0,13,3875,9,4,1384,4,3,516,3,5,498,5,,,,,,
2017年04月03日(月),92631267,あぶり焼きチキン,26,8050,3,,,,,,,2,878,0,4,1254,0,1,188,0,2,878,0,3,674,0,6,1740,0,6,1902,1,2,536,2,,,,,,,,,,,,,,,
